gene,log2fc,coef_adjusted,pval,padj
TMEM55A,0.11111851741932893,0.07780801229417257,0.15410922914202602,0.29827764219244846
CDK4,-0.0921064158078921,-0.0643428903832488,0.15443622821025707,0.29880747465094915
C8orf76,-0.0744724058033611,-0.05117393151295238,0.15467144656925955,0.2991594231989367
BLOC1S4,-0.1486268479320239,-0.09416815872514481,0.15487131744629742,0.29941551975803293
PTPRA,-0.09930828605301331,-0.06677485303315228,0.15491057812467826,0.29941551975803293
ACTR1B,-0.08824465824638236,-0.06163174147604613,0.1551129949845943,0.29956426406296527
SEC24B,-0.08007180620123676,-0.05784142353585235,0.15514770118819768,0.29956426406296527
STUB1,-0.19995167342467463,-0.1327592079143956,0.15507148094711012,0.29956426406296527
NAIP,0.09336415718039885,0.060312735058177164,0.1556158701664263,0.3003648598224348
RPN1,0.15468325997782045,0.11399273069415175,0.15568574594176648,0.3003963963133603
RBKS,0.06421178649143996,0.04751856178118134,0.15576449299311249,0.300445022407822
C1orf86,0.19312942263458602,0.1377590587636566,0.1564143069001983,0.30159473402646486
MGME1,-0.07579157722897292,-0.0511738283275278,0.15680692983120326,0.3022479159336591
DHRSX,0.07786746694392326,0.05420345925000271,0.15693586931063994,0.3023925696092035
MED11,-0.11365515403039857,-0.07639847577728538,0.15702534400430937,0.302461107177542
DUSP23,0.13053208028245794,0.10039825713882475,0.15770903713949602,0.30367378427924235
KLF3,-0.13363800096571485,-0.08869338036619097,0.15796282412034415,0.3040581153136367
C21orf59,-0.10206576988562216,-0.06795309831942811,0.15804150641576412,0.30410524434117026
TMC8,-0.1383425218865729,-0.09050242758258159,0.1582294001563876,0.3043139830206707
TCTA,-0.07838444141795903,-0.05089351597598706,0.15825845704051278,0.3043139830206707
ENGASE,0.07388811087042824,0.051316721279235714,0.1586508832311945,0.30496406502577333
LRRC8D,0.08775400786684429,0.05889161165712907,0.15872314729852388,0.3049984861274032
MTG1,-0.07606187483709302,-0.05157855182302791,0.15889389339348092,0.30522205951072284
BUD31,-0.2201603228316581,-0.15017913392713997,0.15903533288541088,0.30538920356606447
TUFM,0.16686087853312606,0.1252351256713454,0.1593974403841438,0.3059798282570752
IFI35,0.17773977010044115,0.1339520792103891,0.15964435651703665,0.30603501346672113
CMC2,-0.1196647867951604,-0.082672921605362,0.15961375909250813,0.30603501346672113
FAM120AOS,-0.08459108568374205,-0.057505144244820845,0.15964323498847963,0.30603501346672113
SIL1,0.08893679167586405,0.0630409921627415,0.15952466138505234,0.30603501346672113
SYMPK,0.07695015985434159,0.05759178446587986,0.15981167405518898,0.30620003139618807
ATP2B1,0.1159075463152547,0.08305082665657837,0.15983958152903846,0.30620003139618807
VPS72,-0.12439291233484938,-0.0857396168719648,0.16007575598890536,0.30654780438694473
TBPL1,-0.10413687095863754,-0.06852299827882678,0.16018788636246165,0.30656270513463735
CCDC57,-0.09262362138361496,-0.0624285286371168,0.16019280902775918,0.30656270513463735
CHCHD5,0.17502433602596829,0.12325701113923315,0.16039834056801627,0.30657158302502574
FAM127A,0.10304425442879044,0.07393715123551807,0.16031221480095004,0.30657158302502574
IL7R,-0.14228322485928652,-0.09273319204367095,0.16041599853171906,0.30657158302502574
NMI,0.1513082724372887,0.11881842901663855,0.16041210286180257,0.30657158302502574
RFK,0.0582707909277459,0.04372027536994925,0.16083478209868785,0.3071626828984811
YAF2,-0.10494508192853594,-0.06973163298908128,0.16083257287781083,0.3071626828984811
C18orf8,-0.08555113046206313,-0.055438287893833836,0.16092340493809543,0.3072273647865442
MIA3,-0.06540803331734758,-0.041488872942195776,0.16109758500164612,0.307455288926611
RGS19,0.18480081880125276,0.14207501810020726,0.1614785266863775,0.3080423968604088
STAT2,0.09596430913421526,0.07181885850588504,0.16162481132722215,0.3080423968604088
MAP2K7,-0.09226888566837906,-0.06281962727968356,0.16157053092273488,0.3080423968604088
ELL,0.08394935391987883,0.056007499578477754,0.16161658493241216,0.3080423968604088
POM121,-0.0727078100609303,-0.04845565642477678,0.1619638178546762,0.30858369507048833
APEX2,-0.07458836510570536,-0.05252997951402232,0.16288540840585478,0.31012895370385174
AKAP17A,-0.08035562594528094,-0.053306407849229395,0.16288417274984995,0.31012895370385174
ACOT9,0.07807476515724918,0.057545464922040226,0.16333046369767787,0.31066662112091087
FARS2,-0.07708999787286658,-0.05214771658572939,0.16327247446359577,0.31066662112091087
CALCOCO1,-0.09425259805692476,-0.06481880359638366,0.16333390345868598,0.31066662112091087
THOC6,-0.12016137595061109,-0.08113137548748553,0.16352081255800183,0.31082101070297935
ASAP1,0.084166519637798,0.06077519802997217,0.1635258641231857,0.31082101070297935
CREBBP,-0.12035866154898209,-0.07945388959195644,0.16380208704607926,0.3112406063039454
ELMO1,0.087854150139767,0.06322726331340432,0.1638718598346811,0.31126777438469727
MECP2,-0.10837807061807118,-0.07617319510326756,0.16412698967629838,0.3116468829352657
UBE2I,-0.22757182917926538,-0.15008734760215164,0.16419820387022974,0.3116766312299929
CDC5L,-0.12509904085254503,-0.08224395686164823,0.16449576341337235,0.31203033418270193
LSG1,-0.07495568242674344,-0.05280990454668193,0.16444438398287642,0.31203033418270193
DERL2,-0.10733810227721946,-0.06809467541957932,0.16461263304215004,0.31214649678928824
TRIOBP,0.07507941319512355,0.05353710962291963,0.16477334165685448,0.3123456824448009
BOD1,-0.09562055881080322,-0.06655289861159493,0.164930051560004,0.31250081016978914
STIM1,0.06506626079442046,0.04697203750117951,0.1649665656251854,0.31250081016978914
ZNF148,-0.09207226650278015,-0.059450996195674836,0.16552678793935438,0.3133704413432429
THAP9-AS1,-0.09842003865696963,-0.0684559457712965,0.16553733525955658,0.3133704413432429
UFL1,-0.07538138248329161,-0.05081368481480769,0.16586162700815582,0.3137726194007964
ST3GAL2,0.05566416275223294,0.04234130149936988,0.16584095702709112,0.3137726194007964
RAB5A,-0.07708929919334745,-0.050766319269509155,0.1659826535222703,0.3138957428087154
FEM1A,-0.07526813728215628,-0.05210093286893753,0.166070252098601,0.31395558777804927
TMEM141,-0.16268311897402943,-0.10911335876871524,0.16614049555611607,0.3139825936562369
ATP13A2,-0.07110781246429088,-0.04950665670029088,0.166469454620007,0.31449835349254524
NUDT3,0.11983440468457385,0.08528079279375925,0.16690411809953937,0.31521339840340473
CALHM2,0.12215899743604533,0.09223457676499836,0.1672710117961288,0.3156937932015065
VKORC1,-0.1526608514928306,-0.10137247496960303,0.16721866721460757,0.3156937932015065
SLC36A4,0.08471171538994879,0.06041633683686066,0.16742902772931575,0.315885768187354
NDUFA3,-0.20469375105691484,-0.13667771108515103,0.1679448130039778,0.3167523851311998
ACTN1,0.10223910689986052,0.06860967168368659,0.16819292493158614,0.31711374388142805
NSD1,-0.1369740774314889,-0.09205078163373935,0.1684423286963881,0.31747729469782787
MED8,0.11181631552737342,0.07918745594330648,0.16850913051635774,0.3174965518224591
BMS1,0.06421726306397837,0.0468721714193745,0.1696307789308741,0.3195026185233752
AZI2,0.08811505319558371,0.06492126856218364,0.16990652471003417,0.31991460072080596
TAX1BP3,0.11520445974069618,0.08402723402839486,0.17008915059932747,0.3201510312018874
PAPD4,-0.10712721930051462,-0.07383126401337536,0.17029424713395463,0.3204295843959153
CUL3,-0.06475335448454911,-0.04271494742113247,0.17053866694814981,0.32078191761517555
TMEM106A,-0.08588327195654193,-0.0609863624132016,0.1707756862964682,0.3211200991318643
QSOX1,0.11148391605891833,0.07885677109921983,0.17095876890970094,0.3213566674547176
IGSF8,-0.07549477816924643,-0.0520008277328471,0.17111695849978636,0.32154630078442775
MRPS18C,-0.1395771423414543,-0.09424306835618058,0.17117498876253417,0.3215476605110744
NAP1L1,0.21342212856217868,0.15834233864417796,0.17140216096111716,0.32186664161741246
ASF1A,-0.08432894112816441,-0.05596749025695894,0.17147636644894512,0.3218982576597628
SLC25A1,-0.09872395349887557,-0.06608255164832767,0.17173066526380798,0.32226781364388846
GLRX5,0.10998931158051077,0.08082910384863859,0.1718432644817648,0.322371299567764
CAMK4,0.07975509477521506,0.05360871821685365,0.17196700748136737,0.32249561463166854
NKIRAS2,0.09769710958406781,0.07176674860389642,0.1726925621384896,0.32374806754395763
SPATS2L,0.06729571489321777,0.04861425654378085,0.17287178016399665,0.32386763222042914
GEMIN7,-0.10150727772477655,-0.07517992563445994,0.17281690853052334,0.32386763222042914
FHL3,0.13029848484692355,0.09393720622688063,0.17316698155138013,0.32431239435407005
NDUFB6,-0.13949433269506384,-0.09017995909136797,0.17331721634684627,0.32437721845302014
ERBB2IP,-0.08256454424067367,-0.0552339580311742,0.17331296931325624,0.32437721845302014
BNIP2,-0.15954875665988608,-0.1044592145236313,0.17358290015266334,0.32476613963207535
CUX1,0.090329007357972,0.06861005020649215,0.17367619195837522,0.3248323710261478
SFXN5,0.06543953838920251,0.047156435931202216,0.17396691347931817,0.3251593442812972
SCYL2,0.06835354793192787,0.04863052233402448,0.17396650318759269,0.3251593442812972
NAA20,-0.15066520780788129,-0.09943582463720935,0.17417925945648668,0.3252312228986179
TIMM44,-0.06567520836546295,-0.04169358200938458,0.1740650882759374,0.3252312228986179
IMP4,-0.15478475123966087,-0.10363202496886886,0.1741753429725163,0.3252312228986179
LTB4R,0.13153962989362203,0.08954940405946654,0.17436051307112685,0.3254613569002304
ZNHIT3,-0.14729178960903866,-0.09668398249900759,0.17443027230912808,0.32548329162837303
CTC-524C5.2,-0.07318333134165028,-0.047596608299514405,0.17459163659191285,0.3256760880708853
ANXA1,-0.29875415850150044,-0.181091752028061,0.17485538991090271,0.32590676074042385
SUV420H1,-0.07102347109741619,-0.04848086844096282,0.17488954849214333,0.32590676074042385
TUBB6,0.05424818659201672,0.04189146687462873,0.174826115378991,0.32590676074042385
AHCY,0.10250694838074798,0.06926204621882955,0.17526443293626526,0.32638856063902566
TBL3,0.06886916266813024,0.04864979084598425,0.17525352739461475,0.32638856063902566
ARL8A,0.07218492905772897,0.05371809373873616,0.17539635067444764,0.3265258538932733
C4orf33,0.07415164203612845,0.05106247605784265,0.17563660918869498,0.32686468131269236
FOSL2,-0.09796375793531492,-0.06926373740804212,0.1757129551606889,0.3268983393258042
NUDT1,0.10222720785020395,0.07459594792064062,0.1760036943841447,0.3271138553128307
COQ5,-0.0872172822602485,-0.058328044366087024,0.17594209042599138,0.3271138553128307
TRIM22,-0.17857551979230898,-0.11264490934526035,0.17598208325425502,0.3271138553128307
C9orf72,0.07042891632446778,0.05058113822722893,0.17616341729834467,0.327302296179143
SP3,-0.08982306664588066,-0.06160012950454369,0.1769622112936011,0.32867757946653287
FNDC3A,0.06532292340300185,0.04622918160436879,0.1772054397124866,0.3290204242974064
VPS37B,-0.09695644480029576,-0.06140398536407568,0.17738642314865724,0.3292475091919007
TEX264,-0.16351594496083258,-0.10173430514664705,0.1778055576094489,0.3299163306040403
HMBOX1,-0.09802425283275591,-0.06499586438217081,0.17860864760263293,0.3312968997349995
ATPAF1,-0.07279032411213956,-0.04955635005883274,0.17938680690491568,0.33252044054954805
TDG,-0.07263309434804609,-0.04951184389191105,0.17933982672445098,0.33252044054954805
KDM4C,0.06362505155464797,0.04681730933124692,0.17967080735967078,0.3329368890670782
FBXO25,-0.08248794746754563,-0.05550918728589989,0.17984024130999562,0.33314083657655513
UBE2K,-0.10500955392477813,-0.06857955362042259,0.18026943137339801,0.33382566978090306
RHNO1,-0.06348220921419073,-0.04215982138275591,0.1807333333329318,0.33457430990797765
VPS28,0.20689555894458594,0.15627391855062545,0.18092354942729183,0.3348159748801235
PPM1M,0.10150494521007422,0.07759060357502606,0.1810281998767294,0.33489918546268665
EPN1,0.1001533335569434,0.07732419882340419,0.18135525156207466,0.3353936442039555
NECAP1,-0.09889328116756568,-0.0655416422218352,0.18199085170754367,0.33645821052093167
RPS20,0.2003522210185341,0.16425751857387433,0.18211587704908191,0.33657845392700875
EID1,-0.2502104214602895,-0.15332622245302563,0.18230445200631787,0.33681602904427055
TIAL1,-0.11772818690403543,-0.07585287801074289,0.18292321893831393,0.3378479859983145
MPHOSPH10,-0.09587170722564131,-0.0645511390989224,0.1833096333309723,0.3384502641066422
SERPINB6,0.1871817466197975,0.1376942564988061,0.1834087236120843,0.33852182506164635
KHSRP,0.06313642197125753,0.045589274868689904,0.18348203042839126,0.3385457654500833
EIF2B2,-0.08905790508327635,-0.05943805257844949,0.18369946046805521,0.3388355268528132
DNAJC10,-0.0848807152167107,-0.05452896047501939,0.18393107207908183,0.3391512472677385
GON4L,-0.0989062336109588,-0.06597302530266874,0.18455453519879478,0.34006024987406275
MTERFD1,-0.07284046780378176,-0.049730977353607625,0.18455402375674052,0.34006024987406275
GLA,0.07082314355590805,0.05340468798812846,0.18460586724583766,0.34006024987406275
TUSC2,-0.11020689113168358,-0.07339162026022211,0.1847281278164551,0.34017378574930407
CTNNBL1,-0.13173987144380475,-0.08328934838580287,0.18516037175567124,0.3408578890817163
DUS2,-0.06672888694826315,-0.043546611019500074,0.1853026984602294,0.3410080160906353
HIPK3,0.05951847668963502,0.045211235296281516,0.1856700991310878,0.34157210695886353
RPP30,-0.08950973575383998,-0.05728575302158737,0.1857918340562201,0.3416840317566211
STK25,-0.08923706800981268,-0.06185228934320008,0.18597001178012093,0.3418996514083416
SDSL,0.06089674027919173,0.04499042862650603,0.18615072785327297,0.34207970607562216
SHARPIN,-0.11959217786974927,-0.08097912677247295,0.18618988101139725,0.34207970607562216
LIMK1,-0.06382833504796781,-0.04215628679535076,0.18655804606395887,0.3425318051259402
RHOT2,-0.11404991870762278,-0.07374107911572927,0.18653598932798013,0.3425318051259402
KLHDC4,-0.07378789872955362,-0.05022127362059316,0.18699140205887593,0.34321516419769477
CES2,0.08427504606495027,0.05972456535871763,0.18726231172628782,0.3436000101688035
FBXW5,-0.14133977103231585,-0.08960551894738182,0.1873239115548783,0.34360067595110233
GALK2,-0.07282493562062571,-0.04676874330905392,0.18766260753114256,0.34410944145661465
CEBPZ,-0.07111870649033146,-0.04709331777304082,0.1877747672555329,0.3442026197552418
RNF113A,-0.11744432953878636,-0.07552870707301591,0.1878429408543537,0.34421513426968603
PRCP,-0.13136019824419373,-0.08652909247254607,0.18827810670721704,0.34489992057923435
PEA15,0.09552623707572065,0.06677916967168028,0.1888187587211181,0.34577743315411025
CD58,-0.09105201167328357,-0.056857567278942374,0.1889305407891794,0.3458692542799627
PLSCR1,0.1698713488451541,0.12491417840572741,0.18916425189897024,0.3461841544048017
VPS45,0.07322430083376051,0.050073026658582605,0.18941150631693626,0.346523626326811
ATF7IP2,-0.06193433310967841,-0.03975371609608494,0.18967573636543816,0.34689392332023256
EBAG9,0.06223910249038083,0.04452179142608845,0.1897403261371783,0.34689898010938663
SMDT1,0.1759049731897113,0.13793092580864647,0.18997044744837968,0.3471850155560824
HMG20B,-0.09686037099195753,-0.0626821953834697,0.1900318417033565,0.3471850155560824
ZNF480,-0.06173186653395017,-0.039193798016511586,0.19008240381184907,0.3471850155560824
VPS51,-0.1305822347230158,-0.08796497785331135,0.190488411899128,0.3478133677728627
RNF19B,0.06119960710181897,0.04422315294401729,0.19085485355940127,0.3483690902152897
RPS8,0.15407237760195575,0.11848261774123946,0.1909401966889654,0.3484115263810682
RBM14,-0.10109498156608,-0.06926929895288843,0.19121494698163224,0.3487994367730619
ZNF106,0.11750646902032623,0.08617852910345099,0.19132134986079935,0.3488801085696929
MX1,0.16391343986263923,0.12466676459946537,0.19179715835870775,0.34963413110809266
NFATC2IP,-0.08342654815908726,-0.054275923183402255,0.19199514947118218,0.3498813847621966
ACAD9,-0.06339539559670988,-0.041819314170885385,0.19249231613459075,0.3506735018932431
PSMA1,-0.209646206466823,-0.12626616035731725,0.1927733127236332,0.3506914267566484
NAA16,-0.06401194265113738,-0.04324392798009206,0.19281465898133315,0.3506914267566484
ANKRD13D,0.11697352703204943,0.08444445276705415,0.19280708319731524,0.3506914267566484
SETDB1,0.06283144298669938,0.04549821720670197,0.1926864457668033,0.3506914267566484
HECTD1,-0.09947462552314469,-0.06869891026111881,0.19256510210396371,0.3506914267566484
SSBP3,-0.06953789033372108,-0.04497264554946547,0.19304963198721667,0.35100501784843574
RIF1,-0.06441975113753796,-0.044704751941818,0.1933607790986018,0.3514568615232441
CHMP5,-0.18679027111077104,-0.11856418802122977,0.19359475784819288,0.3517681950408712
AUP1,-0.15826294986854167,-0.10099790506527483,0.19382159562371604,0.35206635579303036
TFAM,-0.08221788096111263,-0.05450807437329554,0.19405125631893066,0.3523694495810744
CPQ,-0.10762833374946612,-0.07030523607299653,0.19415743760650353,0.3524481987738891
KAT5,-0.08557503605053306,-0.057756502819770225,0.19425393517964185,0.3525093241568468
CNIH1,0.10178719023797145,0.07664181264256537,0.1944077479682227,0.352560398787879
PNPLA2,0.08755470147232565,0.06659249461829027,0.19439194640364943,0.352560398787879
FAM50A,0.10733587725167393,0.08333526637541262,0.19461234042471445,0.35273936152248275
ADAM8,-0.13352522334241157,-0.08621031785132642,0.19463216240841322,0.35273936152248275
PCYT1A,-0.09951895405140458,-0.06804547376950178,0.19481795085995762,0.35296206725063684
HEXB,0.1347440643890763,0.10317297259376737,0.19493744892077836,0.3530645661376654
RWDD1,-0.18046870481300678,-0.11873187619707759,0.19509817405551994,0.3531276950404911
DPP8,-0.0629150802995971,-0.04211191777285843,0.19507931752553487,0.3531276950404911
PJA2,-0.08818902723328607,-0.05652521384730405,0.1954392674090293,0.3535337962759207
LSM10,0.14820437255017943,0.11363887074043993,0.1954485539204965,0.3535337962759207
EIF2B3,-0.07727573376134057,-0.0505480836293566,0.19554231161625193,0.3535894007343827
SMIM20,-0.12640819428874409,-0.08162690858125897,0.19622481370389236,0.3547092234834214
MED24,-0.06732726833519326,-0.04945843946528286,0.19653175033476966,0.35514964609610067
OAS1,0.1574005428657901,0.12168168969656686,0.19679234874754647,0.35550607495894504
LSM5,-0.10558141773672834,-0.06866445552071539,0.1968629463432677,0.35551914770906823
SUPT16H,-0.06554858076430738,-0.046035291015562974,0.19702672503072266,0.35570043569735676
RP2,0.06358117985530444,0.044603598658845015,0.19750799156339577,0.356426870572505
ZNF791,-0.08824692089313277,-0.05958326116353572,0.1977063276070312,0.356426870572505
MT-ND5,0.20971160286981358,0.15846495889958417,0.19771261121140676,0.356426870572505
SHC1,0.07586561576016937,0.054620471633494136,0.19766551711286304,0.356426870572505
MANBA,0.08140273694060131,0.06325738845197296,0.19774672038713387,0.356426870572505
SDHAF1,-0.10139732706629682,-0.06919596879168886,0.1986357203455895,0.35789642088654583
ABHD5,0.06690853895046288,0.04678169672529959,0.198689600973372,0.35789642088654583
PSMC5,-0.18287366720700957,-0.11378722000897917,0.1989855332104781,0.3581994952980406
BAZ1A,-0.1771996155897438,-0.11408849626581323,0.1989339189494009,0.3581994952980406
KLHL24,-0.08953769368352087,-0.05894366765850377,0.19910429929953116,0.35829833975935516
UTP23,0.05367942921669773,0.03980625103266764,0.19950896687623806,0.35891145018998777
RNPEPL1,-0.1445046817648187,-0.09855219712772069,0.1999838146841992,0.3596503795490519
RABAC1,-0.21273067231438475,-0.13920020688741375,0.20020309361307048,0.35988912691933694
DNTTIP2,-0.11078683812822432,-0.06791374517804577,0.2002559822115309,0.35988912691933694
ANKRD11,0.09116355317128379,0.07045613180622304,0.20037313001176416,0.35988912691933694
DCP1A,-0.07045403654040942,-0.04544750693881005,0.20030907890285837,0.35988912691933694
MKRN2,-0.06996705154111786,-0.04634119729655244,0.20054317595248905,0.36007928328621314
IRF7,0.14367740221850586,0.11251051807599584,0.20108699977878577,0.3609402289695352
HINT2,-0.13470351947913536,-0.09150882367219763,0.20124923331659406,0.3611159092227084
VEZF1,-0.07223871125732848,-0.050170001257701505,0.2015393484203746,0.3615208708397449
AGO4,0.060612200357797054,0.043054915683644446,0.20161446060184587,0.3615400250677396
TRIM28,0.07812572039202513,0.051372252728852943,0.2021907712606747,0.3621990857378163
ATP6V1E1,-0.164418294934247,-0.10394792434948245,0.20219050830171065,0.3621990857378163
NDUFS3,0.14928021002265174,0.11022368145459743,0.2022401952622667,0.3621990857378163
ICMT,-0.06144259708965677,-0.03953106531213185,0.20221856057947124,0.3621990857378163
TCEA1,-0.13806115826976134,-0.08733754783409048,0.20247382909812853,0.36246627358436867
ARMC6,0.06501459075675187,0.04911775860585359,0.20251858272803347,0.36246627358436867
ABHD8,0.05066350920442048,0.0387477115271746,0.2028046380523159,0.3625157133200206
NEDD9,-0.09334027308976028,-0.05894175081042899,0.202801150829887,0.3625157133200206
GPI,0.12363392064984477,0.09232894308753734,0.20264653234532232,0.3625157133200206
CCDC101,0.08451331727880503,0.06072646272183899,0.20277233774843106,0.3625157133200206
ANKRD28,0.05489835625468789,0.040799844799844706,0.20318458890792543,0.3630792128542578
DDX52,-0.06665202682670099,-0.04475611660332516,0.2035245878117312,0.3635709844672473
CYC1,0.15984304047334372,0.12184358346590421,0.20377419527720772,0.36366953234745947
FAM96A,0.10818413868139201,0.07457403925659366,0.20375721341950603,0.36366953234745947
MRPL41,0.11322815335505325,0.08585514439217591,0.20376495481254697,0.36366953234745947
MALSU1,0.08053330014699574,0.05885122964647316,0.204080794070145,0.36410090159859576
HADH,-0.07287635305877585,-0.0495413318392321,0.20433037809835963,0.36443030880797705
CCR2,0.053969305974726996,0.04039161030853365,0.20442550097951934,0.36448410740263204
CHCHD2,-0.26512346707323076,-0.16251680712324248,0.20481969261323296,0.36507093241831323
FUBP1,-0.08616087882732369,-0.05459979822408645,0.20514577340862572,0.3654046160816282
CCDC88B,-0.08263763149283251,-0.06004689352330795,0.20520227147980938,0.3654046160816282
TMEM9,-0.07861676310698548,-0.053053691878516995,0.2051820336195868,0.3654046160816282
LYSMD2,0.12997730724643725,0.10175493507823917,0.20556775834089075,0.3659393058536605
NAGA,0.08774272150538141,0.06726931960032638,0.20576298481867947,0.3660545681095785
SLC25A3,0.17284127424724122,0.15295407483144682,0.20570099889535612,0.3660545681095785
FRG1B,-0.11572574990437703,-0.07658427678868301,0.20602494309288813,0.3664044233579066
PRRC1,-0.06187981998381274,-0.04031332795042675,0.20642377265554768,0.36690546714448885
SUSD3,0.08109432905194158,0.06056102463580278,0.20643745495903604,0.36690546714448885
C2orf47,0.05646566102428986,0.04180631181153649,0.20676832477382048,0.36731109765693604
HNRNPH2,-0.13805855703216705,-0.0902057569759172,0.2067966062196152,0.36731109765693604
CCDC85B,-0.21343511325231881,-0.13431667276634685,0.20699087903288044,0.3675398171688266
FUCA1,0.09625154165898751,0.06840655974746464,0.20709883335096074,0.36761517049422354
GBP4,-0.09155884454537627,-0.05903148302458155,0.20752983359031899,0.3682637243122327
RIC8A,-0.08088901938801626,-0.05603125245297704,0.2076028897855113,0.36827689364100663
SIK1,0.07210984788171167,0.05533322462029594,0.20831258983089979,0.36933656181135066
ITGAX,0.07602472121004882,0.05493868610456762,0.20833188703135355,0.36933656181135066
ICAM1,0.0817332016042342,0.056378390780315896,0.20862659740153883,0.3696254619576995
KLHL18,0.06975470671188069,0.0476872496919096,0.2086215283384374,0.3696254619576995
PHF19,0.08675495527352439,0.06185802714005328,0.20875313294954656,0.36973290056183894
NOMO1,-0.07307311733473643,-0.049453271602977536,0.2090766531145321,0.37018905037098127
ACAA1,0.1254675566776813,0.10041160061481752,0.21076169491052363,0.37302644490413295
PIEZO1,0.06861288702051331,0.0462556048789103,0.21081212917323214,0.37302644490413295
SMARCB1,-0.11705515429771518,-0.07864895014121812,0.21146700799093052,0.37394937971544634
MFSD11,-0.07153047595215975,-0.04625174836949703,0.2114069331653685,0.37394937971544634
EIF2AK1,-0.11465797411866392,-0.06920817478573792,0.21153465282806264,0.37395114587846867
SRA1,0.13433607854556698,0.09874894778692593,0.21230517539383148,0.3749588728784351
ATOX1,0.169491611152049,0.11647647109351925,0.21223875295367828,0.3749588728784351
PRRC2A,0.07264263938516898,0.05176148626233857,0.2122142895341598,0.3749588728784351
ATP6AP1,0.11915551391920859,0.08633497916772075,0.21266707104254934,0.37547984129003914
RBM18,-0.09527366980401294,-0.062476448159156,0.21281971171265296,0.3756311426296621
SF3B2,-0.1589418943784853,-0.09816148135310702,0.2133163797472648,0.3763893731955669
SLC25A32,0.06009194209002138,0.04255197712463138,0.2138225373368602,0.37704533532279155
CCNG1,-0.10516337090814357,-0.06394226575735601,0.21382016524955147,0.37704533532279155
DOCK11,-0.07705810046558936,-0.05237499018366342,0.21446623578898943,0.37806159252655347
FOXP1,-0.09897122155515357,-0.06907144863686099,0.21454209416387296,0.3780765359150412
FNBP1,-0.1592394673601407,-0.0995032522740619,0.21484999344521966,0.37850025532845444
DMXL1,-0.07720443620364226,-0.051477046361903984,0.21514410559728123,0.3787985421299783
CLSTN1,-0.08266070941479517,-0.057474927619632195,0.2151543314504083,0.3787985421299783
SEC11C,-0.1553167580722736,-0.1029020912310101,0.21524635149352814,0.3788416807497448
MRPL2,-0.08694265821356763,-0.057858131435306895,0.2154181769167531,0.3790252087425217
PHC3,0.06742574990064357,0.04952892313558092,0.21552905456334723,0.37910141854386875
SYPL1,0.09222367572903349,0.0681351568305359,0.21560983410732348,0.37912465658921723
AP3D1,-0.08880979861157538,-0.060871691014416224,0.21621407849757102,0.37989314260369145
FAM60A,-0.07029678527848458,-0.045223787773012517,0.21618531816917982,0.37989314260369145
DDX42,0.06181522437504024,0.047332808899016074,0.21624999063913572,0.37989314260369145
LACTB2,0.04891804653189816,0.03785354203894147,0.21650114777170032,0.38021531772989375
CCNL1,0.13103887015888793,0.1034301451585082,0.21705428362882437,0.3808291386620805
DGCR6L,-0.14032616978162454,-0.08898604748852959,0.21692604732924642,0.3808291386620805
FIP1L1,-0.09357563134746603,-0.06579510177969933,0.2170183234608316,0.3808291386620805
SRRM1,0.10942961554110911,0.09036638402884455,0.21717494309028637,0.38092172731465984
MAP4,-0.08990495188552271,-0.059502971818039506,0.21758040902476697,0.3815136484493648
EMC8,0.08918342017165916,0.06893429033621587,0.21769943463060848,0.38160310144090726
RALB,0.10975380283798551,0.07660634144777301,0.2181308903727868,0.3822399830985967
ARHGAP17,0.06356100951503293,0.04784710788837408,0.21842069639791262,0.38262832578479167
CWC25,-0.09294102611469796,-0.06235005642795936,0.21875290491997879,0.3830352935683391
CORO1A,-0.26069044226459104,-0.1516302161604763,0.21878954123801939,0.3830352935683391
GPBP1L1,-0.08601763877698633,-0.05799201959297612,0.21948963518859863,0.38402131058410566
POLK,-0.07538323667124622,-0.05156113939792625,0.21945054558472255,0.38402131058410566
MAN2B1,0.061067008478003754,0.0427606667150482,0.2196882497308,0.3841292518664752
RPF1,-0.12137499302425585,-0.08043888848946688,0.21962764232465826,0.3841292518664752
TFEB,0.07398322265081321,0.057380970160335304,0.2200438551525505,0.38463117484765136
ZFC3H1,0.053962641647006065,0.03882685033277325,0.22024726059522795,0.3848668262845917
LMNA,0.0600256750248608,0.04737275001129372,0.22047584501169532,0.38503998003351414
SFT2D2,0.05379548525928309,0.03955610547024703,0.2204835957668296,0.38503998003351414
ARF4,-0.14261267912484557,-0.0881194426111372,0.22066713451599973,0.3852406010483119
UBAP2L,-0.07529005969568346,-0.05164523481572319,0.22098615859085294,0.385677553920148
ARL16,-0.07671123833108827,-0.05185544304530773,0.22114494965058337,0.38583467428153706
TRAPPC2L,0.14452931827955479,0.11016488829468755,0.22139754442717471,0.3860353081979109
RAF1,0.07757526842010735,0.05720219697196157,0.2213328008524413,0.3860353081979109
ABT1,-0.13184370596926318,-0.08456082707227935,0.22146943416699713,0.3860406943494939
IDH1,0.051691793473929215,0.037801831139137314,0.22231607303462686,0.387275841601146
SUGP1,-0.06336160100581534,-0.044247359175492953,0.22224739389519027,0.387275841601146
ATP11A,0.06985801991492868,0.047007122555717866,0.2225394207013644,0.3875445963858956
C16orf54,-0.06945426914419688,-0.04991330234778906,0.222618295555982,0.3875616681242988
